Master Record Number,Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
901941070,2012,12,2,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR37N,39.122352,-86.5712
901842602,2012,6,1,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,CRAMER & WICKENS DR,39.12232988,-86.54792994
901841988,2012,6,6,Weekday,1600,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD & LIBERTY DR,39.12231243,-86.57913006
901850058,2012,7,2,Weekday,800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,SOUTH ISON & WEST LEONARD SPRINGS RD,39.12230666,-86.60577149
901905627,2012,10,2,Weekday,1200,1-Car,No injury/unknown,IMPROPER LANE USAGE,LEONARD SPRINGS RD,39.12228964,-86.59485653
901812164,2012,4,6,Weekend,1900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,ELLER & SR45W,39.12224,-86.6144
901845996,2012,6,7,Weekend,1200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ELLER & SR45W,39.12224,-86.6144
901931522,2012,11,7,Weekend,1700,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR37N,39.12221999,-86.57108545
901831352,2012,5,7,Weekend,1700,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,FULLERTON & SR37S,39.12221991,-86.57137982
901946137,2012,12,2,Weekday,2000,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR37,39.12221377,-86.57112747
901910568,2012,10,5,Weekday,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR37S,39.12219208,-86.57102913
901901968,2012,10,4,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON PIKE & ROCKPORT,39.12217967,-86.56260028
901945391,2012,12,7,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & ROCKPORT RD,39.12217967,-86.56260028
901777846,2012,2,2,Weekday,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FULLERTON PIKE,39.12216626,-86.57352291
901830304,2012,5,6,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FULLERTON PIKE,39.12216626,-86.57352291
901832926,2012,5,3,Weekday,700,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,HARRELL & RHORER RD,39.12182041,-86.50019399
901888029,2012,9,7,Weekend,1200,2-Car,No injury/unknown,UNSAFE BACKING,LEONARD SPRINGS RD,39.12179565,-86.59577178
901844910,2012,6,4,Weekday,1700,1-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,SOUTH WALNUT ST,39.12177324,-86.52651807
901821219,2012,5,3,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3320 RHORER RD & HARRELL,39.12165468,-86.4934987
901789988,2012,3,4,Weekday,300,Moped/Motorcycle,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH ROGERS & WEST GORDON PIKE,39.121648,-86.539088
901944536,2012,12,6,Weekday,1700,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,300 W GORDON PIKE & ROGERS,39.121648,-86.539088
901944648,2012,12,6,Weekend,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ROGERS & W GORDON PIKE,39.12160266,-86.53838521
901943912,2012,12,6,Weekday,800,2-Car,Non-incapacitating,LEFT OF CENTER,GORDON PIKE & ROGERS,39.12156008,-86.5391944
901791037,2012,3,2,Weekday,1600,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,ROGERS & WEST GORDON PIKE,39.12156008,-86.5391706
901845454,2012,6,5,Weekday,500,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W GORDON PIKE,39.12154418,-86.53386009
901760147,2012,1,5,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,JAMIE & RHORER RD,39.12152523,-86.51721484
901782905,2012,2,5,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,JAMIE & RHORER RD,39.12152131,-86.51774371
901870117,2012,8,6,Weekend,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,JAMIE & RHORER RD,39.12152,-86.51792
901893027,2012,9,2,Weekday,1700,Moped/Motorcycle,Incapacitating,UNSAFE LANE MOVEMENT,GORDON PIKE & S ROGERS,39.12149199,-86.53531213
901884298,2012,9,6,Weekday,1700,2-Car,Non-incapacitating,UNSAFE LANE MOVEMENT,GORDON PIKE & W GORDON,39.12146951,-86.53338981
901936458,2012,12,7,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,W GORDON PIKE & WALNUT,39.12146755,-86.53137074
901946104,2012,12,2,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,W GORDON PIKE & WALNUT,39.12146755,-86.53137074
901948631,2012,12,6,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER RD & S WALNUT,39.1214541,-86.52473311
901943132,2012,12,5,Weekday,700,Pedestrian,Fatal,PEDESTRIAN ACTION,NIMIT & RHORER RD,39.12145011,-86.52382713
901796926,2012,2,5,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER RD & S WALNUT ST,39.12144005,-86.52662985
901885214,2012,9,2,Weekday,700,2-Car,Non-incapacitating,UNSAFE SPEED,JAMIE & RHORER RD,39.12144005,-86.51763761
901942291,2012,12,3,Weekday,1700,2-Car,No injury/unknown,VIEW OBSTRUCTED,E RHORER RD & S TWO CREEKS,39.12144005,-86.5171058
901836712,2012,6,4,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER RD & SARE,39.12144005,-86.51157997
901843481,2012,6,3,Weekday,800,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,RHORER RD & SARE,39.12144005,-86.51157997
901771972,2012,2,4,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER & WALNUT STREET PIKE,39.12144,-86.526496
901772861,2012,2,6,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER & WALNUT ST,39.12144,-86.526496
901802895,2012,4,2,Weekday,2100,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,RHORER & S WALNUT ST,39.12144,-86.526496
901813324,2012,4,3,Weekday,800,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,RHORER & S WALNUT ST,39.12144,-86.526496
901848622,2012,6,5,Weekday,400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER RD & WALNUT STREET,39.12144,-86.526496
901836632,2012,6,4,Weekday,700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER RD & WALNUT STREET,39.12144,-86.526496
901879718,2012,8,3,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER RD & WALNUT STREET,39.12144,-86.526496
901901093,2012,10,3,Weekday,1200,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,RHORER & S WALNUT ST,39.12144,-86.526496
901916021,2012,11,7,Weekend,1300,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,RHORER RD & WALNUT,39.12144,-86.526496
901916381,2012,11,1,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER RD & WALNUT STREET,39.12144,-86.526496
901933813,2012,12,2,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER RD & WALNUT STREET,39.12144,-86.526496
901946253,2012,12,3,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,ROARER RD & WALNUT STREET,39.12144,-86.526496
901771496,2012,1,3,Weekday,1900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S OLD STATE RD 37 & W GORDON PIKE,39.12141994,-86.53134986
901868915,2012,8,4,Weekday,1900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,RHORER & WALNUT ST,39.12141994,-86.53134986
901872728,2012,8,5,Weekday,1300,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,RHORER & WALNUT ST,39.12141994,-86.53134986
901885437,2012,9,2,Weekday,1800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,GORDON PIKE & WALNUT,39.12141994,-86.5313239
901857189,2012,7,2,Weekday,1800,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,E RHORER RD,39.12135758,-86.51039779
901927419,2012,11,6,Weekday,0,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,RHORER & SNODDY RD,39.12134014,-86.48951008
901945011,2012,12,7,Weekend,1100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,MOORES CREEK RD & STERLING,39.12105985,-86.48850958
901801135,2012,4,1,Weekend,1400,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH WALNUT ST,39.12103906,-86.52657084
901829484,2012,5,3,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH WALNUT ST,39.12103906,-86.52657084
901877285,2012,8,7,Weekend,1600,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OLD 37 SOUTH RD,39.12102766,-86.53128348
901815219,2012,4,6,Weekend,2100,Moped/Motorcycle,Incapacitating,UNSAFE SPEED,LEONARD SPRINGS & LEONARD SPRINGS RD,39.12095079,-86.5916
901777010,2012,2,2,Weekday,1700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DUNLAP & SR45W,39.11950015,-86.61879993
901929532,2012,11,1,Weekend,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNLAP & SR45W,39.11950015,-86.61879993
901921687,2012,11,2,Weekday,700,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,DUNLAP & SR45W,39.11950015,-86.61877395
901880256,2012,8,5,Weekday,1700,2-Car,Non-incapacitating,UNSAFE LANE MOVEMENT,S ORCHARD & SR37S,39.11934418,-86.53131902
901852097,2012,7,5,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNLAP & SR45W,39.11902366,-86.61946886
901932834,2012,12,1,Weekend,1800,2-Car,Non-incapacitating,LEFT OF CENTER,BOLIN & ROCKPORT RD,39.11899691,-86.57508999
901876459,2012,8,5,Weekday,1400,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,HILLSIDE & ROGERS ST,39.11885822,-86.53876014
901857679,2012,7,2,Weekday,1700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37 & VICTOR,39.11842102,-86.56830283
901916183,2012,11,7,Weekend,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DUNLAP & SR45,39.11839078,-86.62104121
901827755,2012,5,6,Weekday,1600,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,DUNLAP & SR45,39.11833841,-86.62114559
901833975,2012,5,5,Weekday,500,2-Car,Non-incapacitating,LEFT OF CENTER,S DUNLAP & SR45W,39.11790246,-86.62147383
901761528,2012,1,6,Weekday,1600,3+ Cars,Non-incapacitating,UNSAFE SPEED,DUNLAP & SR45W,39.11774229,-86.62176025
901798433,2012,3,2,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ROCKPORT & SR37N,39.117648,-86.567104
901876351,2012,8,3,Weekday,1700,2-Car,No injury/unknown,IMPROPER LANE USAGE,ROCKPORT & SR37S,39.117648,-86.567104
901929815,2012,11,3,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ROCKPORT & SR37,39.11755374,-86.56705561
901944673,2012,12,6,Weekday,1800,Pedestrian,Non-incapacitating,LEFT OF CENTER,HOLLAND & S WALNUT STREET PIKE,39.1170867,-86.526496
901849763,2012,7,1,Weekend,1700,Moped/Motorcycle,Non-incapacitating,OVERCORRECTING/OVERSTEERING,AIRY HILLS & HARRODSBURG,39.11698878,-86.59665748
901922354,2012,11,3,Weekday,2100,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,ORCHARD & S COLLEGE DR,39.11655737,-86.53358624
901935688,2012,12,5,Weekday,0,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,PINE GROVE & SR446S,39.116464,-86.428672
901841734,2012,6,6,Weekday,1100,Moped/Motorcycle,No injury/unknown,RAN OFF ROAD RIGHT,45 & GARRISON CHAPEL RD,39.11623454,-86.64015832
901892034,2012,9,4,Weekday,800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,OLD STATE ROAD 37 HWY & ORCHARD,39.11584,-86.5312
901897021,2012,10,3,Weekday,1000,1-Car,No injury/unknown,UNSAFE SPEED,SR37 & THAT RD,39.1156733,-86.56408659
901763693,2012,1,4,Weekday,1800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR37S & THAT,39.115552,-86.564592
901848334,2012,6,3,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37S & THAT,39.115552,-86.564592
901832243,2012,5,2,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,STATE 37 & W THAT RD,39.115552,-86.564592
901854035,2012,7,1,Weekend,700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR37N & THAT,39.115552,-86.564592
901859595,2012,7,6,Weekday,600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37N & THAT,39.115552,-86.564592
901932134,2012,12,1,Weekend,1200,1-Car,No injury/unknown,UNSAFE SPEED,NORWOOD & STERLING AVE,39.11551975,-86.48614694
901845287,2012,6,4,Weekday,900,Moped/Motorcycle,Fatal,LEFT OF CENTER,DARRELL & SR45,39.11542516,-86.62555683
901779625,2012,2,3,Weekday,1600,2-Car,No injury/unknown,VIEW OBSTRUCTED,OLD STATE ROAD 37 RD & S FAIRFAX,39.1151791,-86.53149001
901778674,2012,2,2,Weekday,2200,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,DARREL & SR45W,39.11509998,-86.62771471
901775602,2012,1,3,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DINSMORE & SR45W,39.11504,-86.630992
901779784,2012,2,5,Weekday,1900,3+ Cars,No injury/unknown,UNSAFE SPEED,DINSMORE & SR45W,39.11504,-86.630992
901830079,2012,5,5,Weekday,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,DINSMORE & SR45W,39.11504,-86.630992
901838341,2012,5,5,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DINSMORE & SR45W,39.11504,-86.630992
901838813,2012,6,7,Weekend,1400,Moped/Motorcycle,Non-incapacitating,FOLLOWING TOO CLOSELY,DARRELL & SR45W,39.114992,-86.62768
901855488,2012,7,5,Weekday,1700,2-Car,No injury/unknown,LEFT OF CENTER,THAT RD,39.11497794,-86.56255938
901902827,2012,10,5,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,VICTOR & W THAT RD,39.11466493,-86.54675111
901821879,2012,5,4,Weekday,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH ROGERS ST & THAT,39.11464,-86.539392
901943381,2012,12,5,Weekday,900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,OLD SR 37 S & SR37S,39.11395264,-86.53115844
901901437,2012,10,4,Weekday,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BOLIN & ROCKPORT RD,39.11371798,-86.57508999
901940722,2012,12,1,Weekend,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37 & THAT,39.11346156,-86.56240817
901796261,2012,3,7,Weekend,300,2-Car,No injury/unknown,UNSAFE SPEED,5825 S ROGERS ST & WALLACE,39.11319669,-86.53974202
901780183,2012,2,6,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & VERNAL,39.11299434,-86.56233005
901815161,2012,4,6,Weekday,1400,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,ROBINS  BOW & WINSTON,39.11272295,-86.49266973
901794631,2012,3,1,Weekend,300,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,SOUTH OLD RICHARDSON & SR446S,39.11219984,-86.43133968
901899924,2012,10,1,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & CURRY PIKE,39.11178754,-86.58292002
901943597,2012,12,5,Weekday,2100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,BOTTOM & SR37S,39.11144326,-86.55227661
901863056,2012,7,5,Weekday,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,GARRISON CHAPEL & SR45W,39.11119704,-86.63803021
901851771,2012,7,3,Weekday,1800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,HARMONY & SR45N,39.11109624,-86.63820374
901872466,2012,8,4,Weekday,1700,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,S HARMONY & SR45W,39.11109624,-86.63820374
901871367,2012,8,7,Weekend,2200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,HARMONY & SR45W,39.11108002,-86.63819968
901799218,2012,3,5,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S GARRISON CHAPEL & SR45W,39.111024,-86.638304
901781099,2012,2,2,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,RATLIFF & STARNS RD,39.11098415,-86.65871992
901915180,2012,10,3,Weekday,2100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,ISON RD & TOWER,39.10979517,-86.60952015
901915024,2012,10,3,Weekday,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ELWREN & ISON RD,39.10971025,-86.60961235
901769390,2012,1,6,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR45W & WOODBINE,39.109264,-86.64112
901772356,2012,2,5,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR45W & WOODBINE,39.109264,-86.64112
901765790,2012,1,7,Weekend,1200,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SOUTH ROCKPORT RD,39.10861588,-86.57626342
901938930,2012,12,5,Weekday,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S COLLEGE AVE & W 2ND,39.10851229,-86.53492994
901819287,2012,5,6,Weekend,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S STANFORD & W ELWREN RD,39.10824,-86.666192
901878249,2012,8,1,Weekend,1600,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,RUSH RODGE & SR446S,39.1082111,-86.43107683
901898090,2012,10,4,Weekday,1700,2-Car,Non-incapacitating,LEFT OF CENTER,DUNLAP & W ISON RD,39.10795104,-86.62414378
901907454,2012,10,7,Weekend,500,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,FAIRFAX & SCHACHT RD,39.10781178,-86.5220316
901844281,2012,6,4,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S WALNUT ST & WALNUT STREET,39.107344,-86.5264
901889057,2012,9,2,Weekday,1300,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,WALNUT & WALNUT ST,39.107344,-86.5264
901908496,2012,10,1,Weekend,1700,1-Car,Incapacitating,DRIVER ILLNESS,LOW GAP RD & TULIP TREE TRACE,39.10729381,-86.39923967
901790638,2012,3,6,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,FAIRFAX RD & OLD STATE ROAD 37 S,39.10725988,-86.53149001
901868043,2012,8,3,Weekday,600,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX & S OLD SR 37 RD,39.10725988,-86.53149001
901945604,2012,12,2,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX RD & S OLD STATE ROAD 37,39.10725988,-86.53149001
901928328,2012,11,1,Weekend,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CHURCH LN & OLD STATE 37 S,39.107248,-86.531392
901950472,2012,12,1,Weekend,1800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,CHURCH & OLD STATE ROAD 37 RD,39.107248,-86.531392
901895445,2012,9,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX RD & WALNUT,39.10723985,-86.53149584
901769411,2012,1,5,Weekday,1700,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,S FAIRFAX & S WALNUT ST PIKE,39.10716361,-86.52650724
901801415,2012,4,1,Weekend,1200,1-Car,Non-incapacitating,UNSAFE SPEED,E FAIRFAX RD & S WALNUT ST,39.10716361,-86.52650724
901805335,2012,4,1,Weekend,1200,1-Car,Non-incapacitating,UNSAFE SPEED,E FAIRFAX RD & S WALNUT ST,39.10716361,-86.52650724
901906932,2012,10,6,Weekday,1500,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,FAIRFAX & WALNUT STREET PIKE,39.10715997,-86.52650982
901918576,2012,11,4,Weekday,900,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,FAIRFAX & WALNUT STREET PIKE,39.10715997,-86.52650982
901945070,2012,12,7,Weekend,1500,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,HARRELL & SCHACHT RD,39.10708395,-86.50383156
901845051,2012,6,4,Weekday,1900,2-Car,No injury/unknown,OTHER LIGHTS DEFECTIVE,E SCHACHT & S FAIRFAX RD,39.10704,-86.523488
901884549,2012,9,6,Weekend,1900,2-Car,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,FAIRFAX RD & SCHACHT,39.10704,-86.523488
901844441,2012,6,7,Weekend,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FAIRFAX RD & SCHACHT,39.10688057,-86.52373622
901851787,2012,7,4,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH OLD STATE ROAD 37 HWY,39.106848,-86.531568
901879285,2012,8,3,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,OLD CAPITAL & SOUTH VICTOR PIKE,39.10678983,-86.55017025
901931552,2012,11,6,Weekday,400,2-Car,No injury/unknown,IMPROPER TURNING,SR37 & VICTOR PIKE,39.1066416,-86.55027985
901853884,2012,7,7,Weekend,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37 & VICTOR,39.10564948,-86.55126849
901896259,2012,9,4,Weekday,700,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37 & VICTOR,39.10564948,-86.55126849
901800763,2012,3,7,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37S & VICTOR,39.105552,-86.551104
901810760,2012,4,4,Weekday,2200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR37S & VICTOR,39.105552,-86.551104
901926201,2012,11,3,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37 & VICTOR PIKE,39.105552,-86.551104
901831473,2012,5,6,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & VICTOR,39.10532541,-86.55090477
901944383,2012,12,6,Weekday,1300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR45 & W BRENNICK,39.10406785,-86.64820861
901877666,2012,8,1,Weekend,400,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,4719 E MOORES CREEK & E MOORES CREEK RD,39.10368,-86.461792
901843897,2012,6,3,Weekday,2000,Moped/Motorcycle,Non-incapacitating,OVERCORRECTING/OVERSTEERING,FAIRFAX & WALNUT ST,39.10342224,-86.53329696
901837157,2012,6,4,Weekday,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MOORES CREEK & STIPP RD,39.10252261,-86.46318265
901820346,2012,5,2,Weekday,1500,2-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,5500 ROCKPORT RD & COCKRELL,39.10250779,-86.57542611
901862615,2012,7,5,Weekday,1300,3+ Cars,No injury/unknown,OVERSIZE/OVERWEIGHT LOAD,COCKRELL & ROCKPORT RD,39.10190717,-86.5765543
901772494,2012,1,7,Weekend,200,Moped/Motorcycle,Non-incapacitating,UNSAFE SPEED,COCKRELL & ROCKPORT RD,39.101776,-86.576864
901903737,2012,10,7,Weekend,2000,2-Car,No injury/unknown,UNSAFE BACKING,ROGERS ST,39.10133362,-86.53951263
901904673,2012,10,7,Weekend,400,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH ROGERS & SR37S,39.10099199,-86.53630257
901754179,2012,1,2,Weekday,2100,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,S LEONARD SPRINS RD & W FOWLER,39.100752,-86.593504
901795417,2012,3,3,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EMPIRE & OLD STATE ROAD 37 HWY,39.10069783,-86.54263995
901881043,2012,9,7,Weekend,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SALT CREEK RD & SR446N,39.1004743,-86.42239987
901780990,2012,2,7,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,OLD 37 RD & RHORER,39.10029437,-86.53134986
901913542,2012,10,3,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,BOLEN & VICTOR PIKE,39.10024993,-86.55795
901950428,2012,12,2,Weekday,1100,2-Car,No injury/unknown,CELL PHONE USAGE,HINDS & SR45W,39.10024487,-86.65093271
901845652,2012,6,7,Weekend,0,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX RD & MOFFETT,39.09990996,-86.5178503
901860062,2012,7,6,Weekday,1300,1-Car,Non-incapacitating,OVERCORRECTING/OVERSTEERING,FAIRFAX ROAD RD & MOFFETT,39.09990996,-86.5178503
901933814,2012,12,3,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,HANDY RD & STIPP,39.09974031,-86.49385855
901853878,2012,7,2,Weekday,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,HANDY & STIPP RD,39.09974031,-86.4938499
901916360,2012,11,5,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,OLD STATE ROAD 37 HWY & ROGERS,39.099408,-86.537904
901951210,2012,12,2,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH ROGERS & SOUTH ROGERS ST,39.099408,-86.537904
901810704,2012,4,4,Weekday,1700,2-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,OLD STATE ROAD 37 S & S ROGERS ST,39.09930982,-86.53789982
901922325,2012,11,3,Weekday,1600,3+ Cars,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,HINDS & SR45W,39.09902014,-86.65217415
